id,bedrooms,bathrooms,accommodates,beds,minimum_nights,instant_bookable,hot_tub,pool,sauna,gym,ac,ev_charger,free_parking,waterfront,fire_pit,bbq,patio,workspace,sound_system,pets_allowed,txt_luxury,txt_renovated,txt_modern,txt_views,txt_charm,txt_private,txt_walkable,square_feet_known,square_feet,year_built_known,year_built,rc_proptype_Apartment,rc_proptype_Condo,rc_proptype_Land,rc_proptype_Manufactured,rc_proptype_Multi-Family,rc_proptype_Single Family,rc_proptype_Townhouse,rc_proptype_unknown,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,property_type_grouped_apartment_condo,property_type_grouped_entire_home,property_type_grouped_other,property_type_grouped_private_room,revenue_label
155305,1.0,1.0,2,1.0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,750.0,0,1966.0,1,0,0,0,0,0,0,0,True,False,False,False,True,False,False,13248.0
197263,1.0,1.0,2,1.0,2,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,True,792.0
209068,1.0,1.0,4,2.0,30,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,10800.0
314540,4.0,2.0,6,5.0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1440.0,1,1995.0,0,0,0,1,0,0,0,0,True,False,False,False,True,False,False,9282.0
483384,1.0,1.0,3,1.0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,23712.0
483396,1.0,2.0,2,1.0,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,858.0
621243,1.0,1.0,2,2.0,30,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,32880.0
660702,1.0,1.0,4,2.0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,15045.0
674894,1.0,1.0,2,1.0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,True,312.0
815068,2.0,1.0,4,2.0,30,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1120.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,3840.0
840696,2.0,2.0,4,2.0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1120.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,15906.0
875735,1.0,1.0,2,1.0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,True,2700.0
881707,0.0,1.0,2,1.0,2,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,815.5,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,20910.0
942934,1.0,1.0,2,1.0,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,672.0,1,1925.0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,True,7752.0
943832,3.0,1.5,6,3.0,3,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1591.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,1158.0
977054,1.0,1.0,2,1.0,30,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,11760.0
1039028,1.0,1.5,2,1.0,2,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,False,True,False,3780.0
1066156,1.0,1.0,4,2.0,2,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,30654.0
1312301,1.0,1.0,2,1.0,2,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,900.0
1392363,2.0,1.0,4,3.0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1120.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,4320.0
1393012,1.0,1.0,2,1.0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,True,4200.0
1475299,3.0,1.5,4,2.0,2,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1591.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,2268.0
1571095,0.0,1.0,2,1.0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,330.0,0,1966.0,1,0,0,0,0,0,0,0,True,False,False,False,True,False,False,1140.0
1684109,3.0,2.5,10,6.0,3,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1816.0,1,2013.0,0,0,0,0,1,0,0,0,True,False,False,False,True,False,False,9216.0
1728187,2.0,1.0,4,2.0,30,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1120.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,9840.0
1768955,1.0,1.0,2,1.0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,13440.0
1879067,1.0,1.0,3,2.0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,1494.0
2072026,1.0,1.0,2,2.0,2,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,8370.0
2326086,1.0,1.0,4,2.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,727.0,1,1930.0,0,1,0,0,0,0,0,0,True,False,False,False,True,False,False,38250.0
2411109,1.0,1.0,2,1.0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,True,17595.0
2477628,2.0,1.5,4,2.0,60,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1211.0,1,2004.0,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,41040.0
3040444,1.0,1.0,2,1.0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,9648.0
3084395,2.0,1.0,4,2.0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,717.0,1,1973.0,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,10080.0
3220474,1.0,1.0,2,1.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,True,10200.0
3244166,1.0,1.0,2,1.0,2,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,True,1140.0
3314819,1.0,1.0,3,1.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,True,11985.0
3369973,2.0,2.0,4,2.0,2,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1120.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,3420.0
3522532,0.0,1.0,2,1.0,30,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,815.5,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,15840.0
3649639,1.0,1.0,4,3.0,2,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,800.0,0,1966.0,1,0,0,0,0,0,0,0,True,False,False,False,True,False,False,16512.0
3868452,3.0,2.0,6,3.0,3,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1581.0,1,1986.0,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,32400.0
3868910,1.0,1.0,3,1.0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1080.0,1,2018.0,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,2304.0
3945733,0.0,1.0,3,1.0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,815.5,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,372.0
3986614,1.0,1.0,3,3.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,16065.0
3990524,1.0,1.0,2,1.0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,500.0,1,1966.0,1,0,0,0,0,0,0,0,False,True,False,False,False,False,True,6000.0
4108784,2.0,1.0,5,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1298.0,1,1961.0,0,0,0,1,0,0,0,0,True,False,False,False,True,False,False,9600.0
4241484,3.0,1.0,6,3.0,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1196.0,1,1960.0,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,27864.0
4304358,1.0,1.0,1,1.0,14,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,True,1288.0
4394670,1.0,1.0,4,2.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,736.0,1,1920.0,0,0,0,0,1,0,0,0,True,False,False,False,True,False,False,4392.0
4448604,1.0,1.0,3,2.0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,14535.0
4515772,2.0,1.0,2,2.0,30,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1120.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,10080.0
4587394,1.0,1.0,2,1.0,90,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,12600.0
4846733,3.0,3.0,8,6.0,2,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1591.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,8910.0
4895765,1.0,1.0,5,1.0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,20808.0
4994407,3.0,1.0,6,4.0,3,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1591.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,21600.0
5114762,2.0,1.0,6,3.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,879.0,1,1915.0,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,21948.0
5151226,3.0,2.5,10,6.0,3,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1816.0,1,2013.0,0,0,0,0,1,0,0,0,True,False,False,False,True,False,False,28350.0
5333015,1.0,1.0,5,3.0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,4176.0
5480168,3.0,1.0,8,5.0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1591.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,2304.0
5481195,1.0,1.0,2,1.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,24480.0
5696919,2.0,1.0,4,2.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1120.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,20196.0
5716399,1.0,1.0,4,1.0,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,2016.0
5772947,3.0,3.0,6,3.0,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,2932.0,1,1998.0,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,28998.0
5850649,1.0,1.0,6,4.0,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,10224.0
6002814,1.0,1.0,2,1.0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,8580.0
6054250,1.0,1.0,2,1.0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,13398.0
6180513,2.0,1.0,4,2.0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1120.0,0,1966.0,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,13692.0
6227094,3.0,1.0,3,3.0,9,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1591.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,4860.0
6234618,1.0,1.0,2,1.0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,3444.0
6290666,0.0,1.0,2,1.0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,815.5,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,22632.0
6363332,2.0,1.0,4,2.0,30,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1120.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,7920.0
6609327,1.0,1.0,2,1.0,2,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,8460.0
6724476,3.0,2.0,8,4.0,2,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1482.0,1,1995.0,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,17280.0
6765734,1.0,2.5,1,2.0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1980.0,1,1925.0,0,0,0,0,0,1,0,0,False,False,True,False,False,False,True,1320.0
6765832,1.0,2.5,2,1.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1980.0,1,1925.0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,True,4536.0
6813265,1.0,1.0,2,1.0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1431.0,0,1966.0,1,0,0,0,0,0,0,0,False,True,False,False,False,False,True,294.0
6829875,1.0,1.0,2,1.0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,15696.0
6913630,1.0,1.0,3,2.0,28,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,17850.0
6970329,2.0,1.0,5,2.0,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1120.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,11934.0
7063293,3.0,2.0,6,4.0,3,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1591.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,36000.0
7418991,0.0,1.0,4,2.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,815.5,0,1966.0,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,28815.0
7630648,1.0,1.0,2,2.0,5,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,672.0,1,2020.0,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,1130.0
7665386,1.0,1.0,2,2.0,3,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,750.0,0,1966.0,1,0,0,0,0,0,0,0,True,False,False,False,True,False,False,11250.0
7674957,3.0,2.0,7,3.0,2,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1591.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,12936.0
7887572,1.0,1.0,3,1.0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,654.0
7947839,1.0,1.0,2,1.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,26520.0
7967886,2.0,1.5,4,2.0,60,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1120.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,22560.0
8133377,4.0,3.5,8,5.0,2,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,2026.5,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,57000.0
8193368,1.0,1.0,3,1.0,2,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,6636.0
8211404,2.0,2.0,5,2.0,3,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1120.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,1872.0
8246075,1.0,1.0,2,1.0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,True,684.0
8265544,3.0,2.5,6,3.0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1972.0,1,2007.0,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,4728.0
8443279,1.0,1.0,2,2.0,2,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1050.0,0,1966.0,1,0,0,0,0,0,0,0,True,False,False,False,True,False,False,35700.0
8624659,0.0,1.0,4,2.0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,815.5,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,22494.0
8634354,1.0,1.0,2,1.0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,6720.0
8664712,1.0,1.0,2,2.0,2,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,13266.0
8782463,1.0,1.0,4,3.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,24225.0
8895397,2.0,1.5,5,2.0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1042.0,1,1922.0,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,11880.0
9182448,1.0,1.0,2,1.0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,3960.0
9944111,0.0,1.0,4,2.0,2,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,815.5,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,False,True,False,6426.0
10084836,1.0,1.0,2,1.0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1308.0,1,1912.0,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,7344.0
10089256,1.0,1.0,2,3.0,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,5778.0
10263107,1.0,1.0,2,1.0,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,8880.0
10289755,1.0,1.0,2,1.0,3,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,3744.0
10335139,1.0,1.0,4,2.0,2,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,1410.0
10360188,1.0,1.0,2,1.0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,True,2160.0
10524188,1.0,1.0,2,1.0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,727.0,1,1930.0,0,1,0,0,0,0,0,0,True,False,False,False,True,False,False,13260.0
10724022,4.0,3.0,8,4.0,2,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1462.0,1,1918.0,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,6102.0
10785231,1.0,1.0,4,2.0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,5562.0
10853381,2.0,2.0,4,2.0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1008.0,1,1979.0,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,5850.0
11259371,1.0,1.0,2,1.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,780.0,0,1966.0,0,1,0,0,0,0,0,0,True,False,False,False,True,False,False,3108.0
11291801,3.0,1.0,4,3.0,2,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1591.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,29484.0
11421709,1.0,1.0,2,1.0,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,11514.0
11553531,2.0,1.0,2,2.0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1120.0,0,1966.0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,True,780.0
11609580,1.0,1.0,2,1.0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,5166.0
11618840,3.0,2.5,6,4.0,7,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1984.0,1,1990.0,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,8288.0
11938223,1.0,1.0,2,1.0,2,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,9156.0
11947108,2.0,1.0,5,3.0,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1120.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,14124.0
12105828,1.0,1.0,2,2.0,30,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,17160.0
12144656,2.0,1.0,4,2.0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,616.0,1,1961.0,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,1260.0
12189623,1.0,1.0,2,2.0,30,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,800.0,0,1966.0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,8880.0
12222050,3.0,2.0,8,4.0,2,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1258.0,1,1961.0,0,0,0,0,0,1,0,0,True,False,False,False,True,False,False,12168.0
